﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025030816,   1018.0,   1021.7,     15.6,     12.0,       79,      2.9,    100.0,      6.9,    100.0,      0.0,      0.0,      0.0,     0.30,     None,     0.67,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030817,   1018.7,   1022.4,     15.4,     12.2,       81,      3.0,    100.0,      7.4,    100.0,      0.0,      0.0,      0.0,     0.15,     None,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030818,   1019.0,   1022.7,     15.0,     12.3,       84,      3.4,    100.0,      9.2,     70.0,      0.0,      0.0,      0.0,     0.06,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030819,   1019.4,   1023.1,     15.2,     12.0,       81,      2.2,    110.0,      8.2,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030820,   1019.8,   1023.5,     15.5,     11.5,       77,      2.9,    100.0,      8.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030821,   1019.9,   1023.6,     15.7,     11.3,       75,      3.5,    120.0,      7.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030822,   1020.1,   1023.8,     15.4,     11.6,       78,      2.3,    140.0,      6.7,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030823,   1019.9,   1023.6,     15.7,     11.7,       77,      2.1,    130.0,      5.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030824,   1020.0,   1023.7,     16.2,     11.6,       74,      2.1,    130.0,      5.4,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030901,   1019.6,   1023.3,     16.3,     12.3,       77,      2.9,    120.0,      6.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030902,   1019.4,   1023.1,     16.3,     12.5,       78,      2.2,    120.0,      6.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030903,   1019.2,   1022.9,     16.5,     12.3,       76,      2.1,    120.0,      7.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030904,   1019.4,   1023.1,     16.6,     12.4,       76,      2.3,    120.0,      6.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030905,   1020.0,   1023.7,     16.7,     12.1,       74,      1.8,    120.0,      5.3,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030906,   1020.2,   1023.9,     16.7,     11.9,       73,      2.4,    120.0,      6.5,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030907,   1020.5,   1024.2,     16.7,     12.3,       75,      2.6,    130.0,      5.9,    130.0,      0.0,      0.0,      0.0,     0.08,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030908,   1021.2,   1024.9,     17.1,     12.6,       75,      2.7,    110.0,      7.8,     90.0,      0.0,      0.0,      0.0,     0.32,     None,     0.45,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030909,   1021.0,   1024.6,     18.3,     13.4,       73,      3.3,    100.0,      9.2,     50.0,      0.0,      0.0,      0.4,     1.13,     None,     2.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030910,   1020.7,   1024.3,     18.5,     13.6,       73,      4.4,    100.0,     10.1,     80.0,      0.0,      0.0,      0.3,     1.45,     None,     3.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030911,   1020.8,   1024.4,     19.3,     14.4,       73,      3.2,     90.0,      9.9,     80.0,      0.0,      0.0,      0.7,     2.50,     None,     6.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030912,   1020.6,   1024.2,     19.0,     14.3,       74,      5.2,    100.0,     13.0,     90.0,      0.0,      0.0,      0.9,     3.11,     None,     9.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030913,   1019.7,   1023.3,     19.2,     13.6,       70,      4.6,    100.0,     12.1,     90.0,      0.0,      0.0,      1.0,     3.15,     None,     9.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030914,   1019.0,   1022.6,     18.9,     13.8,       72,      5.1,     90.0,     13.4,    110.0,      0.0,      0.0,      0.9,     2.67,     None,     7.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030915,   1018.3,   1021.9,     18.8,     13.9,       73,      4.9,    100.0,     12.3,    120.0,      0.0,      0.0,      0.8,     2.10,     None,     4.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030916,   1017.9,   1021.5,     18.3,     14.2,       77,      4.9,    100.0,     14.4,    100.0,      0.0,      0.0,      0.8,     1.62,     None,     2.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030917,   1018.3,   1021.9,     17.8,     14.5,       81,      4.2,    100.0,     12.7,    130.0,      0.0,      0.0,      0.7,     0.91,     None,     0.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030918,   1018.7,   1022.3,     17.7,     15.2,       85,      3.9,    100.0,     10.8,    110.0,      0.0,      0.0,      0.3,     0.24,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030919,   1019.0,   1022.6,     17.6,     15.6,       88,      3.1,    100.0,      9.6,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030920,   1019.4,   1023.0,     17.7,     15.9,       89,      4.2,    100.0,      9.1,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030921,   1019.8,   1023.4,     17.8,     16.0,       89,      3.3,    110.0,      9.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030922,   1019.8,   1023.4,     18.0,     16.0,       88,      3.3,     90.0,      8.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030923,   1019.7,   1023.3,     18.3,     15.7,       85,      3.9,    100.0,      9.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025030924,   1019.4,   1023.0,     18.6,     15.9,       84,      4.0,    100.0,      9.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031001,   1018.5,   1022.1,     18.7,     15.9,       84,      3.9,    100.0,      8.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031002,   1017.9,   1021.5,     18.7,     16.1,       85,      1.4,    110.0,      8.4,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031003,   1016.9,   1020.5,     18.7,     16.1,       85,      2.3,    100.0,      6.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031004,   1015.6,   1019.2,     18.6,     16.2,       86,      3.4,    100.0,      7.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031005,   1016.8,   1020.4,     18.0,     16.2,       89,      0.5,    140.0,      5.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031006,   1017.6,   1021.2,     17.0,     15.7,       92,      1.3,    220.0,      4.1,    210.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031007,   1017.6,   1021.2,     17.3,     15.6,       90,      1.4,    130.0,      2.0,    120.0,      0.0,      0.0,      0.5,     0.14,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031008,   1017.8,   1021.4,     19.7,     16.6,       82,      0.3,    120.0,      1.9,    110.0,      0.0,      0.0,      1.0,     0.75,     None,     0.85,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031009,   1018.1,   1021.7,     21.6,     16.6,       73,      0.9,    300.0,      2.7,    270.0,      0.0,      0.0,      1.0,     1.57,     None,     2.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031010,   1018.0,   1021.6,     23.0,     17.0,       69,      1.7,    250.0,      3.8,    310.0,      0.0,      0.0,      1.0,     2.26,     None,     5.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031011,   1017.8,   1021.4,     24.2,     17.2,       65,      2.3,    250.0,      5.5,    220.0,      0.0,      0.0,      1.0,     2.78,     None,     7.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031012,   1017.3,   1020.8,     24.2,     17.0,       64,      2.9,    290.0,      6.2,    310.0,      0.0,      0.0,      1.0,     3.02,     None,     8.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031013,   1016.7,   1020.3,     23.7,     16.8,       65,      2.5,    290.0,      7.0,    330.0,      0.0,      0.0,      1.0,     3.07,     None,     8.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031014,   1015.9,   1019.4,     24.3,     16.8,       63,      1.5,    300.0,      6.2,    320.0,      0.0,      0.0,      1.0,     2.85,     None,     7.64,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031015,   1015.2,   1018.7,     25.3,     17.5,       62,      1.4,    320.0,      4.6,    360.0,      0.0,      0.0,      1.0,     2.33,     None,     5.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031016,   1015.2,   1018.8,     22.7,     17.0,       70,      3.5,    340.0,      6.4,    360.0,      0.0,      0.0,      1.0,     1.66,     None,     2.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031017,   1015.8,   1019.4,     20.1,     16.0,       77,      2.3,    310.0,      7.4,    320.0,      0.0,      0.0,      0.5,     0.74,     None,     0.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031018,   1016.2,   1019.8,     19.5,     16.0,       80,      1.5,    340.0,      4.7,    330.0,      0.0,      0.0,      0.1,     0.19,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031019,   1016.1,   1019.7,     18.8,     15.9,       83,      0.5,    270.0,      4.1,    340.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031020,   1016.4,   1020.0,     18.8,     15.9,       83,      0.6,    300.0,      2.8,    340.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031021,   1016.7,   1020.3,     18.6,     15.9,       84,      0.8,    250.0,      2.9,    320.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031022,   1016.5,   1020.1,     18.4,     15.8,       85,      0.7,    250.0,      2.7,    330.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031023,   1016.3,   1019.9,     18.1,     15.7,       86,      0.9,    330.0,      3.2,    340.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031024,   1016.1,   1019.7,     17.8,     15.8,       88,      1.7,    340.0,      3.4,    340.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031101,   1015.8,   1019.4,     17.3,     15.6,       90,      1.4,    330.0,      3.3,    340.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031102,   1015.2,   1018.8,     17.0,     15.7,       92,      0.4,    350.0,      2.6,    350.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031103,   1014.4,   1018.0,     17.1,     15.6,       91,      0.4,    220.0,      2.1,    290.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031104,   1014.8,   1018.4,     17.2,     15.6,       90,      1.1,    320.0,      3.3,    310.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031105,   1014.9,   1018.5,     17.2,     15.7,       91,      1.3,    350.0,      4.9,    330.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031106,   1015.1,   1018.7,     17.1,     15.6,       91,      1.0,    320.0,      3.9,    330.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031107,   1015.3,   1018.9,     17.4,     15.7,       90,      0.7,     20.0,      2.4,     10.0,      0.0,      0.0,      0.0,     0.06,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031108,   1015.8,   1019.4,     17.9,     16.1,       89,      0.7,    320.0,      2.9,    340.0,      0.0,      0.0,      0.0,     0.31,     None,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031109,   1016.7,   1020.3,     18.7,     16.3,       86,      0.6,    280.0,      3.2,    350.0,      0.0,      0.0,      0.0,     0.90,     None,     1.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031110,   1016.7,   1020.3,     20.1,     16.6,       80,      1.4,    350.0,      2.8,    320.0,      0.0,      0.0,      0.0,     1.20,     None,     2.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031111,   1016.9,   1020.5,     21.1,     16.7,       76,      3.2,    340.0,      5.8,    330.0,      0.0,      0.0,      0.7,     2.42,     None,     6.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031112,   1015.5,   1019.1,     22.6,     16.6,       69,      2.3,    340.0,      5.0,    340.0,      0.0,      0.0,      0.7,     2.52,     None,     7.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031113,   1013.6,   1017.1,     24.6,     17.1,       63,      1.0,     50.0,      3.9,    360.0,      0.0,      0.0,      0.9,     3.04,     None,     8.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031114,   1011.7,   1015.2,     26.5,     17.0,       56,      0.7,    160.0,      3.3,     60.0,      0.0,      0.0,      1.0,     2.90,     None,     7.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031115,   1010.2,   1013.7,     28.1,     16.7,       50,      0.8,    260.0,      2.8,    360.0,      0.0,      0.0,      1.0,     2.37,     None,     5.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031116,   1009.6,   1013.1,     28.4,     16.7,       49,      1.1,     60.0,      3.0,     30.0,      0.0,      0.0,      1.0,     1.65,     None,     2.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031117,   1010.4,   1013.9,     26.2,     17.6,       59,      3.5,    340.0,      5.9,    330.0,      0.0,      0.0,      1.0,     0.86,     None,     0.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031118,   1011.2,   1014.7,     24.8,     17.6,       64,      1.7,    310.0,      6.7,    340.0,      0.0,      0.0,      0.3,     0.17,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031119,   1012.3,   1015.9,     20.7,     17.3,       81,      2.2,    340.0,      5.2,     10.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031120,   1013.2,   1016.8,     19.4,     16.8,       85,      1.9,    330.0,      5.0,    330.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031121,   1013.7,   1017.3,     19.0,     16.8,       87,      0.9,    340.0,      3.9,    350.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031122,   1013.8,   1017.4,     19.0,     17.0,       88,      0.4,    220.0,      3.3,    340.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031123,   1013.3,   1016.9,     19.2,     17.0,       87,      0.5,    210.0,      1.6,    260.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031124,   1012.9,   1016.5,     19.2,     17.0,       87,      0.4,    110.0,      2.3,    330.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031201,   1012.8,   1016.4,     19.1,     17.1,       88,      0.4,    220.0,      2.6,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031202,   1012.3,   1015.9,     19.2,     17.2,       88,      1.0,    160.0,      1.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031203,   1011.6,   1015.2,     18.8,     17.1,       90,      0.4,    190.0,      1.4,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031204,   1011.4,   1015.0,     18.7,     17.0,       90,      0.7,    140.0,      1.8,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031205,   1011.6,   1015.2,     19.1,     17.1,       88,      0.2,      0.0,      1.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031206,   1012.0,   1015.6,     18.7,     17.0,       90,      0.4,    340.0,      2.1,    350.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031207,   1012.6,   1016.2,     19.3,     17.3,       88,      0.9,    240.0,      2.1,     10.0,      0.0,      0.0,      0.3,     0.13,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031208,   1013.2,   1016.8,     20.9,     17.5,       81,      0.7,    220.0,      2.1,    300.0,      0.0,      0.0,      0.9,     0.82,     None,     0.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031209,   1013.4,   1017.0,     22.1,     17.7,       76,      0.5,    180.0,      1.8,    210.0,      0.0,      0.0,      0.0,     0.85,     None,     1.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031210,   1013.3,   1016.8,     23.2,     17.9,       72,      0.5,    170.0,      1.6,    220.0,      0.0,      0.0,      0.0,     0.84,     None,     2.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031211,   1012.6,   1016.1,     25.6,     18.3,       64,      0.3,    360.0,      2.6,    340.0,      0.0,      0.0,      0.1,     1.56,     None,     4.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031212,   1011.4,   1014.9,     28.4,     18.5,       55,      0.8,    250.0,      3.2,    340.0,      0.0,      0.0,      0.9,     3.00,     None,     9.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031213,   1010.0,   1013.5,     29.7,     18.5,       51,      1.4,    310.0,      5.3,    310.0,      0.0,      0.0,      1.0,     3.28,     None,     9.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031214,   1009.1,   1012.6,     29.9,     18.7,       51,      0.7,    330.0,      6.3,    340.0,      0.0,      0.0,      0.9,     2.76,     None,     7.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031215,   1008.3,   1011.7,     30.5,     18.3,       48,      2.0,    240.0,      5.8,    230.0,      0.0,      0.0,      0.9,     2.23,     None,     5.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031216,   1008.0,   1011.4,     30.1,     18.2,       49,      2.0,    250.0,      4.3,    260.0,      0.0,      0.0,      0.8,     1.38,     None,     2.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031217,   1008.1,   1011.6,     27.3,     18.6,       59,      2.6,    330.0,      5.1,    340.0,      0.0,      0.0,      0.5,     0.69,     None,     0.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031218,   1008.5,   1012.0,     25.5,     18.0,       63,      2.0,    360.0,      4.9,    350.0,      0.0,      0.0,      0.5,     0.24,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031219,   1008.9,   1012.4,     24.9,     18.1,       66,      1.0,     10.0,      4.0,    340.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031220,   1009.5,   1013.0,     24.8,     18.5,       68,      1.3,    350.0,      2.9,    310.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031221,   1010.1,   1013.6,     24.4,     18.8,       71,      0.5,    110.0,      2.2,    350.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031222,   1010.5,   1014.0,     24.2,     19.9,       77,      1.5,    230.0,      2.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031223,   1010.3,   1013.8,     23.7,     19.6,       78,      1.6,    140.0,      2.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031224,   1010.3,   1013.8,     23.4,     19.6,       79,      0.7,    120.0,      2.6,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031301,   1010.0,   1013.5,     22.9,     19.7,       82,      1.2,    170.0,      2.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031302,   1009.6,   1013.1,     22.7,     19.3,       81,      1.1,    230.0,      2.5,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031303,   1009.6,   1013.1,     22.5,     19.3,       82,      0.5,    300.0,      2.6,    320.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031304,   1009.9,   1013.4,     22.2,     19.4,       84,      1.2,    200.0,      2.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031305,   1010.2,   1013.7,     22.2,     19.4,       84,      1.0,    180.0,      2.3,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031306,   1010.3,   1013.9,     21.7,     18.9,       84,      0.8,    100.0,      2.5,    150.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031307,   1010.9,   1014.5,     22.0,     19.0,       83,      1.5,    190.0,      3.4,    170.0,      0.0,      0.0,      0.0,     0.09,     None,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031308,   1011.8,   1015.3,     22.7,     19.3,       81,      0.4,    140.0,      3.3,    190.0,      0.0,      0.0,      0.1,     0.48,     None,     0.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031309,   1012.4,   1015.9,     23.3,     19.5,       79,      0.3,    290.0,      3.2,    350.0,      0.0,      0.0,      0.0,     0.16,     None,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031310,   1013.2,   1016.8,     21.9,     20.7,       93,      1.0,    360.0,      6.9,    350.0,      2.5,      0.4,      0.0,     0.05,     None,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031311,   1013.2,   1016.8,     21.8,     21.1,       96,      1.1,    330.0,      3.6,    350.0,     10.0,      0.6,      0.0,     0.21,     None,     0.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031312,   1012.8,   1016.4,     20.1,     18.6,       91,      0.7,    300.0,      6.0,    350.0,      8.5,      0.6,      0.0,     0.61,     None,     2.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031313,   1011.6,   1015.2,     22.2,     19.2,       83,      0.4,     60.0,      3.5,    300.0,      0.0,      0.0,      0.3,     2.40,     None,     7.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031314,   1010.5,   1014.0,     22.9,     19.9,       83,      1.3,    240.0,      3.8,    340.0,      0.5,      0.1,      0.1,     1.00,     None,     3.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025031315,   1009.6,   1013.2,     21.9,     20.5,       92,      0.5,    360.0,      3.5,    320.0,      0.5,      0.5,      0.0,     0.39,     None,     1.32,     None,     None,     None,     None,     None,     None,     None,     None
