﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025040814,   1011.6,   1015.1,     27.2,     19.6,       63,      3.1,    350.0,      5.1,    350.0,      0.0,      0.0,      0.3,     2.17,     None,     5.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040815,   1010.8,   1014.3,     27.4,     18.2,       57,      2.1,    330.0,      4.3,     10.0,      0.0,      0.0,      0.8,     2.17,     None,     4.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040816,   1010.3,   1013.8,     27.2,     16.8,       53,      2.4,    350.0,      4.9,    340.0,      0.0,      0.0,      0.9,     1.66,     None,     2.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040817,   1010.5,   1014.0,     26.1,     17.5,       59,      2.5,    350.0,      5.3,    350.0,      0.0,      0.0,      0.3,     0.71,     None,     0.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040818,   1010.8,   1014.3,     24.9,     17.9,       65,      1.0,     40.0,      3.7,    100.0,      0.0,      0.0,      0.1,     0.25,     None,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040819,   1011.1,   1014.6,     24.5,     18.2,       68,      1.4,     90.0,      4.1,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040820,   1011.3,   1014.8,     24.0,     18.7,       72,      1.5,    110.0,      4.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040821,   1011.3,   1014.8,     23.9,     19.0,       74,      0.9,     90.0,      2.6,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040822,   1011.7,   1015.2,     23.9,     19.0,       74,      0.9,     50.0,      2.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040823,   1011.3,   1014.8,     23.8,     19.1,       75,      0.4,    120.0,      2.4,     60.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040824,   1010.9,   1014.4,     23.5,     18.8,       75,      0.5,    170.0,      3.5,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040901,   1010.4,   1013.9,     23.2,     18.7,       76,      0.6,    290.0,      3.0,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040902,   1010.0,   1013.5,     22.7,     19.1,       80,      1.3,    240.0,      2.5,    250.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040903,   1009.6,   1013.1,     22.3,     18.9,       81,      0.9,    220.0,      2.0,    250.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040904,   1009.2,   1012.7,     21.9,     18.3,       80,      0.9,    190.0,      2.7,    260.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040905,   1009.4,   1013.0,     21.5,     17.7,       79,      1.2,    170.0,      2.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040906,   1010.2,   1013.8,     21.1,     17.5,       80,      1.2,    160.0,      2.5,    170.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040907,   1010.6,   1014.2,     21.8,     17.8,       78,      0.9,    180.0,      2.8,    180.0,      0.0,      0.0,      0.0,     0.32,     None,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040908,   1011.3,   1014.8,     22.7,     17.6,       73,      0.9,    220.0,      2.3,    180.0,      0.0,      0.0,      0.0,     0.73,     None,     0.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040909,   1011.0,   1014.5,     24.7,     18.2,       67,      0.5,    120.0,      2.2,    140.0,      0.0,      0.0,      0.7,     1.62,     None,     2.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040910,   1010.9,   1014.4,     27.3,     16.9,       53,      1.3,    340.0,      3.8,    350.0,      0.0,      0.0,      1.0,     2.61,     None,     5.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040911,   1010.3,   1013.8,     26.7,     17.5,       57,      1.1,    110.0,      3.1,    360.0,      0.0,      0.0,      0.1,     1.81,     None,     5.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040912,   1009.5,   1013.0,     27.9,     17.5,       53,      0.9,    350.0,      3.7,    320.0,      0.0,      0.0,      0.0,     1.47,     None,     4.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040913,   1008.2,   1011.7,     29.4,     18.2,       51,      2.3,    300.0,      5.4,    290.0,      0.0,      0.0,      0.9,     3.38,     None,     8.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040914,   1007.1,   1010.6,     28.7,     19.1,       56,      1.8,    340.0,      5.7,    320.0,      0.0,      0.0,      0.2,     2.00,     None,     5.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040915,   1006.2,   1009.7,     27.8,     19.3,       60,      1.6,    360.0,      4.3,     40.0,      0.0,      0.0,      0.2,     1.06,     None,     2.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040916,   1005.8,   1009.3,     27.9,     20.2,       63,      2.7,    340.0,      4.7,    340.0,      0.0,      0.0,      0.1,     1.00,     None,     1.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040917,   1005.9,   1009.4,     27.1,     20.5,       67,      1.9,    350.0,      5.4,    330.0,      0.0,      0.0,      0.1,     0.81,     None,     0.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040918,   1006.3,   1009.8,     25.9,     19.6,       68,      2.8,    340.0,      5.4,    350.0,      0.0,      0.0,      0.0,     0.16,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040919,   1006.8,   1010.3,     25.6,     19.0,       67,      0.9,    350.0,      4.6,    360.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040920,   1006.9,   1010.4,     25.5,     19.2,       68,      0.3,    300.0,      3.0,    350.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040921,   1007.8,   1011.3,     23.6,     21.1,       86,      0.7,    240.0,      2.8,    320.0,     -9.8,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040922,   1008.2,   1011.7,     23.0,     22.0,       94,      0.8,    150.0,      3.6,    230.0,      2.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040923,   1007.6,   1011.1,     23.1,     22.4,       96,      0.1,      0.0,      1.6,    160.0,      1.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040924,   1006.8,   1010.3,     22.8,     22.0,       95,      1.5,    340.0,      3.7,    290.0,      1.0,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041001,   1006.2,   1009.7,     21.1,     20.3,       95,      3.8,    340.0,      7.6,    330.0,      3.0,      0.6,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041002,   1006.0,   1009.5,     21.2,     19.9,       92,      0.5,    260.0,      6.2,    310.0,      0.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041003,   1005.2,   1008.7,     21.0,     19.8,       93,      0.8,    220.0,      3.0,    270.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041004,   1004.7,   1008.2,     21.1,     20.3,       95,      0.5,    130.0,      2.0,    240.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041005,   1004.7,   1008.2,     21.1,     20.3,       95,      0.5,     80.0,      2.4,    340.0,     -9.8,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041006,   1004.6,   1008.1,     21.4,     20.2,       93,      2.1,    180.0,      4.1,    160.0,     -9.8,      0.3,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041007,   1004.9,   1008.4,     21.4,     20.6,       95,      0.9,     10.0,      2.7,    210.0,      1.0,      0.9,      0.0,     0.06,     None,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041008,   1005.2,   1008.7,     22.0,     21.0,       94,      0.7,    140.0,      2.8,    320.0,      1.0,      0.6,      0.0,     0.21,     None,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041009,   1005.0,   1008.5,     21.9,     21.1,       95,      0.8,    220.0,      2.1,    200.0,      3.0,      0.5,      0.0,     0.15,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041010,   1005.6,   1009.1,     21.7,     21.0,       96,      0.9,    260.0,      2.5,    290.0,      7.0,      1.0,      0.0,     0.11,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041011,   1006.7,   1010.3,     20.5,     19.8,       96,      1.5,    210.0,     10.9,    320.0,     15.5,      0.9,      0.0,     0.13,     None,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041012,   1006.1,   1009.7,     20.6,     19.9,       96,      1.7,    240.0,      4.2,    210.0,      2.5,      0.9,      0.0,     0.18,     None,     0.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041013,   1005.0,   1008.5,     21.1,     20.1,       94,      1.3,    330.0,      4.8,    350.0,      4.5,      0.6,      0.0,     0.39,     None,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041014,   1004.3,   1007.8,     21.0,     20.0,       94,      2.9,    330.0,      7.7,    310.0,     -9.8,      0.2,      0.0,     0.29,     None,     1.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041015,   1003.9,   1007.4,     21.4,     19.7,       90,      3.0,    330.0,      8.9,    340.0,      0.5,      0.0,      0.0,     0.53,     None,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041016,   1004.1,   1007.6,     21.9,     19.8,       88,      2.4,    330.0,      8.2,    320.0,      0.0,      0.0,      0.0,     0.32,     None,     0.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041017,   1004.5,   1008.0,     22.3,     19.1,       82,      1.9,    330.0,      6.2,    310.0,      0.0,      0.0,      0.0,     0.25,     None,     0.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041018,   1005.0,   1008.5,     22.0,     19.0,       83,      1.6,    230.0,      6.8,    320.0,      0.0,      0.0,      0.0,     0.09,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041019,   1005.6,   1009.1,     22.0,     19.0,       83,      0.8,    260.0,      3.6,    270.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041020,   1006.3,   1009.8,     21.8,     19.5,       87,      0.9,    200.0,      2.8,    260.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041021,   1007.0,   1010.5,     21.8,     19.4,       86,      0.8,    190.0,      1.8,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041022,   1007.1,   1010.6,     21.6,     19.7,       89,      1.1,    140.0,      2.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041023,   1007.2,   1010.8,     21.2,     19.5,       90,      1.5,    140.0,      2.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041024,   1007.0,   1010.6,     20.4,     19.4,       94,      0.9,    200.0,      1.9,    200.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041101,   1006.9,   1010.5,     20.0,     19.2,       95,      0.1,      0.0,      2.3,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041102,   1006.4,   1010.0,     19.7,     19.0,       96,      0.3,    120.0,      1.6,    210.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041103,   1006.3,   1009.9,     19.7,     19.0,       96,      1.0,    150.0,      2.6,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041104,   1006.3,   1009.9,     19.6,     18.9,       96,      0.5,    100.0,      1.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041105,   1006.7,   1010.3,     19.7,     19.0,       96,      0.9,    130.0,      1.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041106,   1007.2,   1010.8,     19.6,     18.8,       95,      0.2,      0.0,      1.4,    160.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041107,   1008.0,   1011.6,     20.6,     18.7,       89,      0.6,    160.0,      1.7,    130.0,      0.0,      0.0,      0.7,     0.40,     None,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041108,   1008.5,   1012.0,     22.5,     19.1,       81,      1.1,    200.0,      2.3,    190.0,      0.0,      0.0,      1.0,     1.12,     None,     1.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041109,   1007.9,   1011.4,     24.9,     19.5,       72,      1.4,    130.0,      2.8,    140.0,      0.0,      0.0,      1.0,     1.93,     None,     3.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041110,   1007.0,   1010.5,     27.7,     20.5,       65,      2.0,     90.0,      4.6,     70.0,      0.0,      0.0,      1.0,     2.62,     None,     5.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041111,   1007.4,   1010.9,     29.3,     20.8,       60,      2.2,    160.0,      5.1,     40.0,      0.0,      0.0,      1.0,     3.12,     None,     8.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041112,   1006.4,   1009.8,     30.1,     21.5,       60,      1.6,     60.0,      4.5,    110.0,      0.0,      0.0,      0.9,     3.08,     None,     8.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041113,   1005.1,   1008.5,     30.8,     18.9,       49,      0.5,    320.0,      5.2,    140.0,      0.0,      0.0,      0.8,     2.85,     None,     8.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041114,   1004.5,   1007.9,     30.1,     21.2,       59,      2.1,    170.0,      6.0,    130.0,      0.0,      0.0,      0.2,     1.39,     None,     4.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041115,   1004.7,   1008.2,     28.4,     20.4,       62,      1.3,     10.0,      4.6,    180.0,      0.0,      0.0,      0.1,     0.69,     None,     1.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041116,   1005.0,   1008.5,     27.6,     20.4,       65,      2.4,    350.0,      4.9,    350.0,      0.0,      0.0,      0.0,     0.51,     None,     1.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041117,   1005.3,   1008.8,     26.6,     21.2,       72,      1.3,    360.0,      4.8,    340.0,     -9.8,      0.1,      0.0,     0.18,     None,     0.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041118,   1005.9,   1009.4,     25.6,     20.9,       75,      1.8,    360.0,      3.4,    310.0,      0.0,      0.0,      0.0,     0.17,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041119,   1005.8,   1009.3,     25.7,     20.7,       74,      1.2,    100.0,      3.0,     10.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041120,   1005.8,   1009.3,     25.6,     20.4,       73,      2.9,    110.0,      5.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041121,   1007.0,   1010.5,     25.3,     20.3,       74,      1.4,    100.0,      4.1,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041122,   1006.6,   1010.1,     25.0,     20.5,       76,      0.9,    140.0,      3.2,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041123,   1005.9,   1009.4,     24.5,     20.8,       80,      1.3,    220.0,      2.9,    140.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041124,   1005.0,   1008.5,     23.8,     21.3,       86,      0.9,    210.0,      2.9,    210.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041201,   1004.9,   1008.4,     23.7,     21.0,       85,      1.0,    210.0,      2.8,    160.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041202,   1004.5,   1008.0,     23.3,     21.6,       90,      0.5,    200.0,      2.0,    200.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041203,   1004.0,   1007.5,     23.3,     20.8,       86,      1.3,    160.0,      2.4,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041204,   1004.0,   1007.5,     23.3,     21.2,       88,      1.1,    120.0,      2.4,    130.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041205,   1003.9,   1007.4,     23.3,     21.2,       88,      0.7,    180.0,      3.1,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041206,   1003.6,   1007.1,     23.2,     20.9,       87,      1.5,    140.0,      3.2,    140.0,      0.0,      0.0,      0.0,     0.02,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041207,   1003.8,   1007.3,     23.9,     21.2,       85,      1.7,    140.0,      3.2,    140.0,      0.0,      0.0,      0.0,     0.26,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041208,   1003.8,   1007.3,     25.0,     21.1,       79,      0.9,    190.0,      2.9,    150.0,      0.0,      0.0,      0.1,     0.78,     None,     1.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041209,   1003.6,   1007.1,     25.8,     21.0,       75,      0.1,      0.0,      2.5,    120.0,      0.0,      0.0,      0.0,     0.95,     None,     1.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041210,   1004.1,   1007.6,     26.4,     21.4,       74,      0.3,    210.0,      2.6,    290.0,      0.0,      0.0,      0.0,     0.86,     None,     2.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041211,   1004.2,   1007.7,     26.9,     21.4,       72,      0.7,     90.0,      3.5,    350.0,      0.0,      0.0,      0.0,     0.94,     None,     2.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041212,   1003.7,   1007.2,     27.5,     21.6,       70,      1.1,    160.0,      2.3,    100.0,      0.0,      0.0,      0.0,     1.19,     None,     3.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041213,   1003.0,   1006.5,     27.5,     21.8,       71,      1.9,    360.0,      3.8,     30.0,      0.0,      0.0,      0.0,     0.84,     None,     2.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041214,   1002.0,   1005.4,     28.5,     21.6,       66,      0.9,    150.0,      4.1,    140.0,      0.0,      0.0,      0.1,     1.51,     None,     4.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041215,   1001.6,   1005.0,     29.2,     21.5,       63,      0.7,    210.0,      3.4,    130.0,      0.0,      0.0,      0.0,     1.26,     None,     3.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041216,   1000.7,   1004.1,     30.3,     20.3,       55,      3.7,    250.0,     10.4,    240.0,      0.0,      0.0,      0.1,     1.00,     None,     2.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041217,   1000.9,   1004.3,     30.5,     18.9,       50,      2.9,    210.0,      7.0,    230.0,      0.0,      0.0,      0.0,     0.41,     None,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041218,   1001.4,   1004.8,     30.5,     16.9,       44,      1.4,    300.0,      5.6,    270.0,      0.0,      0.0,      0.0,     0.07,     None,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041219,   1001.7,   1005.1,     28.8,     18.9,       55,      0.9,    290.0,      6.6,    320.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041220,   1002.6,   1006.1,     27.7,     20.0,       63,      1.4,     40.0,      3.5,    280.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041221,   1003.8,   1007.3,     27.4,     21.5,       70,      2.1,    110.0,      5.0,     90.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041222,   1005.9,   1009.4,     21.9,     20.7,       93,      3.6,    320.0,     13.0,    330.0,     15.0,      0.9,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041223,   1009.4,   1013.0,     19.3,     17.8,       91,      2.4,    120.0,     13.3,     60.0,     15.5,      1.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041224,   1010.6,   1014.2,     18.4,     17.3,       93,      1.1,    120.0,      8.0,     40.0,     12.5,      1.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041301,   1011.0,   1014.6,     18.0,     16.3,       90,      1.7,    140.0,      5.2,    100.0,      1.5,      0.5,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041302,   1011.2,   1014.8,     17.5,     16.2,       92,      1.4,    100.0,      3.5,    130.0,      0.5,      0.4,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041303,   1011.5,   1015.1,     17.3,     16.2,       93,      0.6,    310.0,      2.7,    170.0,      0.5,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041304,   1012.4,   1016.0,     15.4,     13.9,       91,      3.1,    350.0,     10.5,    350.0,      2.0,      0.8,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041305,   1012.8,   1016.4,     15.9,     13.7,       87,      2.2,    160.0,      4.2,    110.0,      0.5,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041306,   1012.9,   1016.5,     15.9,     13.4,       85,      1.7,    230.0,      4.9,    180.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041307,   1013.0,   1016.6,     16.6,     14.3,       86,      1.4,    230.0,      2.3,    220.0,      0.0,      0.0,      0.0,     0.10,     None,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041308,   1013.4,   1017.0,     16.7,     10.8,       68,      0.7,     80.0,      3.1,    360.0,      0.0,      0.0,      0.0,     0.28,     None,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041309,   1013.9,   1017.5,     17.3,      5.3,       45,      0.8,     30.0,      3.0,    110.0,      0.0,      0.0,      0.0,     0.44,     None,     1.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041310,   1014.0,   1017.6,     18.5,      3.2,       36,      0.5,    120.0,      3.7,    350.0,      0.0,      0.0,      0.0,     0.78,     None,     2.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041311,   1013.5,   1017.1,     18.7,      3.0,       35,      2.2,     60.0,      4.9,     40.0,      0.0,      0.0,      0.0,     0.90,     None,     2.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041312,   1012.5,   1016.1,     19.1,      3.7,       36,      2.1,    100.0,      5.9,     90.0,      0.0,      0.0,      0.0,     1.14,     None,     3.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025041313,   1011.4,   1015.0,     19.6,     -0.4,       26,      1.4,    120.0,      6.9,    110.0,      0.0,      0.0,      0.0,     1.57,     None,     4.85,     None,     None,     None,     None,     None,     None,     None,     None
